"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"East Asia & Pacific (excluding high income)","EAP","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8596166827807","32.598348444215","27.6310479478334","47.7208985668307","115.728542563745","37.9357950762175","68.4147677053466","67.6190707098865","48.961083006905","49.417875029989","46.1109480120375","60.272297591781","72.558904085078","65.699465475311","72.307616235403","49.2189794597291","61.642576317492","82.1794056484812","80.3653231154082","64.4106648305801","",
"Early-demographic dividend","EAR","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.1226537642394","33.6079533589369","24.373741505454","37.8174314229764","30.0361147540108","22.9908321833498","24.9411465896363","35.8507473735595","44.086624858895","50.7091037824809","60.6365795809147","81.9432154307525","36.7502217581418","63.3373249445105","66.056583885127","47.1936676483573","54.4695620717584","54.3867656936258","56.8494576326449","53.9755081901398","55.1162723693474","65.934509989035","55.3573929298474","79.1816731328539","100.153703446577","98.5359518961276","91.1041512787365","",
"East Asia & Pacific","EAS","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","4.47172928618316","28.1561541511648","36.5307414588708","36.1361785764086","33.8997740905733","41.0213018670022","43.8366314343977","60.1005150984626","79.7825450777203","98.6062075369138","111.50909579006","122.240153641579","81.2394739684529","75.7625106647823","56.7323681198339","73.3820398980288","76.4748699725184","67.3692290342794","69.2370988682781","51.2418972688204","65.0933671863514","101.961373610948","69.7520671930365","62.9037501175752","59.8417101943267","70.3519891779386","74.7807956849875","85.6018121117736","101.805241268192","132.057092421818","60.4215846672323","91.9547149534687","94.79107427929","70.626948818542","75.1328950185157","81.9692658480528","89.2530785213735","99.2103311909601","93.8642872860895","110.287628126087","82.8542322101149","99.7957974939116","124.509028370411","115.588496054944","95.5579640900676","",
"Europe & Central Asia (excluding high income)","ECA","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6824933440916","43.1911554245405","25.4146141094093","","14.0941599233464","19.5737488351411","22.0313208551762","29.998424450167","32.8319655710351","42.7780784255284","16.5852794753344","33.7499059036291","33.7008021213646","20.121149774702","","17.6198330138584","18.6175619182261","19.2283617737586","18.9556178383978","24.4548545895999","17.3131335445733","22.68216026328","27.8708792758949","17.3456511736696","29.1249344193544","",
"Europe & Central Asia","ECS","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","14.6684848202472","14.0531906398818","14.5083773955956","15.0025623569541","9.36447585447519","8.39893734195128","13.0112240078818","13.3639394749523","16.5481477195777","20.5029152124088","29.7781352843606","33.5264793805154","30.9434327359753","32.3082398673649","40.878311886077","31.2451653806223","34.4699440600413","29.074470667126","39.4092357292449","40.1792894139765","40.5125056692449","48.5653053456609","63.1494375550012","61.4906826655601","94.2680281627788","95.4788401811806","76.2613991445544","58.9639661864957","66.7418531175129","68.4247647972027","71.7263156755973","88.8128527886834","88.6037329840857","41.1686126607233","63.5085768726822","62.9802240552284","50.5073018335529","60.709375814951","68.5220889553228","60.0725744552827","61.8243683667864","62.8259887830406","73.5141019559944","53.3395720504389","","","","","",
"Ecuador","ECU","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5006021948294","7.9682417709681","7.17738865876376","5.5607380831443","2.65712779691833","4.25896934432397","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.033236198802","106.774079068206","52.8061848129537","48.2203457493763","38.4854411818333","20.6999185106848","21.2033092494178","21.3669771285745","22.9334760798122","16.7569735013708","10.0237151349692","18.7411743209606","15.9967130320175","13.8697170478913","10.7736471638007","11.4750859284717","8.14958485176921","",
"Euro area","EMU","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","11.4256844795874","11.0667527513314","8.76545089746323","10.483943558429","8.57627932392893","7.62069185508527","7.3023980008358","7.19404136255052","8.85189869700638","11.3223242926588","18.8269501356512","23.2024900322815","18.3531260976505","20.996844455645","28.9877378422841","20.9279093578377","22.9035173819612","18.3334187090735","25.4114474506203","27.3425438233694","27.3217671417652","32.5196711054882","43.459378454705","39.6163181797883","74.9311289713625","79.4669365867132","63.5975523462585","46.943640707643","54.329477996888","56.9553115177044","59.3396299624414","76.3572199189962","80.0809362161287","36.0802384038828","52.5366260106934","51.8991154630764","40.3380813604924","49.5611740089845","59.5198316496085","52.8158981453667","64.1515352160744","63.0957656617377","76.5011923932062","53.9569689507341","","","","","",
"Eritrea","ERI","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","28.9462246659043","20.2664131138965","","11.1791528158046","8.1087843991265","7.12156076301553","8.22936995285837","5.70219807560555","6.35750679323144","7.69407591110089","10.7985736681393","19.4814673198059","22.318913555931","24.1835549743618","29.5931609809398","20.7859210404596","25.6294581458262","18.4346529682161","22.6162913081222","29.2321612515067","31.0289543891591","37.5286290500382","49.2391633443873","64.9979272149313","67.9230030096874","84.3031120802178","74.5785556965442","65.1057260368599","79.9859902203386","87.9273737826225","83.133053191255","104.839622557488","121.878348922177","57.9636535663716","95.8540935908394","82.0471947088589","69.3068883641221","74.7627594995076","81.968268158949","71.937512944825","65.2640754107354","56.6808082016392","67.2468190201932","50.5496877632606","56.8071173531385","58.8606120063316","53.0814259140659","46.0075030884494","",
"Estonia","EST","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"European Union","EUU","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","10.9156699073316","10.526175874505","8.75082663005673","10.3980213426172","8.54864736457709","7.69593256591708","7.6680301697979","7.6517145687137","9.90958717629826","11.9200568604322","19.6089236620065","23.9421067067268","19.2237872549132","22.2541128696371","30.3226882642417","21.7184548296625","23.662373015132","18.7787872164359","26.0254802956344","28.1140344930381","28.0660977894768","33.7747285234785","44.7033315377461","41.0763277902707","74.3897630684873","78.2722723606409","62.2019787051248","45.7978717456872","53.5535216221327","55.2853492838492","57.3018735111846","73.636173826147","77.1103886902002","34.3689465998128","50.937882516171","50.4591203080048","39.0020891419906","48.6956893690269","57.6889557958842","50.979642769473","60.9795733741808","60.1021634709467","72.8019482908784","50.0304776731607","","","","","",
"Fragile and conflict affected situations","FCS","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","5.22771915311273","8.11228059326294","78.8167715804049","10.4819339871189","15.9048751005169","21.8261358909209","28.0167414514594","25.8753266873166","16.0635724352491","11.1111248489869","10.62202830656","26.3988936187361","37.0512700505262","21.5711855201414","31.483565537327","39.927818992633","72.1827353953716","30.1729572490209","26.3131486341267","15.7439634831696","10.8844080185202","10.9335157949221","10.3031020945572","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","9.89401814996463","7.43572334160126","6.86650524219653","9.04527631447821","9.08457547226727","7.86375883099319","6.25877246341262","5.127705875417","6.89242701464061","7.82011502513431","14.4541296336244","20.0721583493571","16.7953089965478","22.0505006289133","33.2588189605752","24.7833187953387","28.4514998480837","23.5567891479851","34.6923250152048","32.6535821833371","31.3401139101389","36.645209307141","46.5301758427665","10.0975379498864","101.078467888935","106.29519670679","85.7182568456558","64.7947651646464","73.8885242256958","73.8987284218355","80.2187850031749","104.762589273809","103.182610132339","50.3076872405421","72.0789053596651","72.2354205712469","54.1371348632507","67.3941083808224","81.7124216877025","72.901910850665","85.4997526284434","87.3963704443473","106.197544283094","85.0578939321398","","","","","",
"Faroe Islands","FRO","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","35.4918446107949","29.9622738238702","43.8918253441279","38.5336139510056","6.85562107451771","6.3679716380704","35.0545659014809","38.1034118474699","46.1251335172337","51.2264332443666","72.2432225237442","78.6256952228919","91.2165455508647","78.1792515323323","87.855646708278","77.7416472133746","86.6223568752064","80.9456098129937","108.375316778903","100.249024953167","98.9359173317916","120.539076059926","132.502424069939","138.940437284089","175.065894399702","154.724549817398","130.286415279177","103.945976561116","118.078028170581","116.287378168462","120.250333047602","139.613810563994","124.460416759666","63.7722901405622","115.89845629125","108.10298507519","110.077124678618","121.593314312355","141.72683505284","116.516588566689","","","","","","","120.87396614055","99.420077236848","",
"Georgia","GEO","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ghana","GHA","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.04559518090958","34.8745166570605","25.8075681721429","23.9231498081791","16.3906161378548","18.5377864049491","11.92001671542","10.0344167203757","5.26823515196726","5.67610719986902","8.3849492953957","5.40454243952558","5.6772871496019","3.63896879036607","9.67195874920483","9.91785623871593","9.3172332440342","9.15498333072344","7.87689997956728","","","","","","","","14.5795669811104","13.2024853880229","13.1871691167953","8.70369943967983","",
"Gibraltar","GIB","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.1815413232622","44.632122423311","54.1529446610675","53.2989338335821","59.8891276106189","74.5878368366931","84.3214690579654","25.689120662114","34.4621747623098","22.8010785713808","11.9263916299225","18.7892881421409","34.9152599649642","23.5791103806605","21.6272539452675","19.2457692157776","25.2544072239294","17.9892417486249","25.8815811480494","26.6440711364125","27.1375988350427","26.9714579777506","",
"Grenada","GRD","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","27.6483780570532","31.5361027366456","26.3300850624655","23.6902414057611","25.6568689188886","30.0111934672715","27.8706722678759","31.0660015553659","36.9959750993618","35.1499582365501","47.7078579353297","53.7006293855511","55.556302028714","60.2190884407562","69.6062143918307","50.9151849697483","56.6575590664048","49.8741490066954","61.8578415818547","61.2612263745985","64.8381142340998","73.6866784369257","84.5620214636505","94.7116969498659","121.23584348056","109.757431501148","95.8910110037534","77.7621687740838","92.3726411204934","97.9962767001079","103.200936544928","118.034911748777","118.244623391021","61.6542958144714","88.7371273230608","94.8770496343591","77.4122103485272","89.4882105455929","107.022154218832","106.414851701108","112.017866798179","116.503910852161","134.160594610827","113.359789967996","136.60012469795","165.230192818839","163.386513553117","130.003759168834","",
"Hong Kong SAR, China","HKG","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","80.6127369107665","90.8642235860409","66.9763948747339","70.6006207714905","98.6432476715266","135.172518193206","125.521353116766","67.1617324817122","65.3961327793917","70.4761999984732","96.9012626731217","131.085209355092","106.81672543253","124.62012131927","112.756494930367","108.393588188103","137.006410608399","164.936572346524","319.924605945953","198.442173283897","209.955382482153","281.257124275588","233.050567236951","203.431700538692","366.873606506416","363.139608849831","298.736712999057","278.363736868074","442.788874856864","509.440625336289","581.044951857205","886.118441322569","1254.46804830981","605.972295634199","1076.92901153341","1185.85197118775","908.616284735038","1078.30715809329","1124.70520227002","1109.25363158042","1029.41894753261","995.21049131838","1274.78907474258","1055.8162420184","1349.37429420264","1777.22631607139","1472.85965725758","1273.22278464105","",
"Honduras","HND","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4116910002053","3.91776981631901","12.3459594771612","17.5088566293365","11.3115263078871","10.5515715791014","12.3998780139833","13.5583983531781","30.3081475697954","17.3802664327952","26.1940995124231","28.6987220750583","58.490652126227","118.423277794295","39.6129742716256","42.7122731242161","43.3967029303034","35.8617483470068","","35.8962039004038","33.6120773875263","36.1031223448188","38.3265887930673","40.5167174042918","33.4584005692796","36.5367551455574","38.3517895190636","30.4080747129427","27.1571076781359","",
"Haiti","HTI","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2117847236461","19.5378996619343","27.4660244982262","28.7742573180902","36.2392652803656","32.9529295596385","11.6629327786986","22.9166098928289","20.9633717706844","13.2257788467192","16.1163654451788","14.5907873715529","10.2906363919056","14.1298723416185","17.5362628619666","22.0483375093405","18.0203992973501","20.0502607622863","17.7830858559843","17.3364121083684","13.4837195669164","",
"IBRD only","IBD","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.1294309160926","39.8440513523588","41.8996505999685","56.181231558839","96.3586125066308","36.8962082092218","66.8649411599885","66.5169999242682","46.3618622694989","50.1425606555882","46.2241510677905","51.2453663964573","58.6770843611521","58.1528119723325","65.5346728344507","49.3595974418015","60.8069932254605","79.9168422673332","76.912339117469","64.2598758605704","",
"IDA & IBRD total","IBT","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8812110270091","38.9509515483468","40.6154408262235","54.0008225863371","92.7950316967734","35.7381722815943","64.58344387738","64.5450612980675","45.1194241112668","49.3205825440375","45.413108572618","50.1546035232081","57.3260224382582","56.7935852973374","64.1367996738936","47.9431726355718","58.5219782902041","76.5981480322495","74.3854913983775","61.9092555324402","",
"IDA total","IDA","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3116916357025","14.1581706796748","9.90047833210687","11.1623921930928","9.85048836256055","6.23427898708356","9.57894329657555","","","","","23.8672519862333","23.0914604079282","22.1693223466211","35.7033578739981","15.8596051130485","17.264408901473","18.2947816932472","13.2962859136492","","","","","","","11.1875183305413","13.3449753734111","14.8351839220197","22.4813722226211","14.0948603672796","",
"Indonesia","IDN","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.9413108949742","40.0216423975905","13.4647299348822","23.1313670381386","45.7457513402391","16.247930892193","14.3336226195031","15.3668946554687","23.281716735324","28.5202971402515","28.4844556317482","38.0958838002659","48.9784294541295","19.3561460935055","39.834952351151","47.7275709757939","43.6864935215775","46.6539488618962","37.9906455128788","47.3866252650752","41.0372565497788","45.6892490759509","51.2679273585588","46.7024095554686","46.762748650124","46.8423380917502","48.7675241386113","46.2663460129656","",
"IDA only","IDX","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1747500764228","30.6467519464107","33.4380606971708","50.8465706710106","58.597294477825","76.1521145313341","95.2151519574149","161.239453726325","66.003104287215","101.894485676839","105.182951703662","68.2700641693541","76.0772432428783","68.1342663963192","82.7172077979209","82.9615370858036","76.0981248580096","96.3987783868431","84.4383990555314","80.6502829973526","97.0320136248061","113.611226447576","107.455319678342","",
"Not classified","INX","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.0206226450446","77.2471348878802","69.5423473872401","81.7128056928102","68.8615762422796","46.6091352393398","51.6608863548026","58.6943399653274","53.8454695742462","70.3200344608808","53.2825992091305","17.9670954099836","25.922141745234","27.194693774255","44.9135467171777","47.9556111190098","69.9225614243805","53.775372018224","42.3321688111449","39.1938499509241","42.048926445006","27.854658159892","","","","","",
"Iran, Islamic Rep.","IRN","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","3.66965744847231","4.55511947501153","4.73288361372059","6.41298009478592","","","","","","","","","","","","","","","2.01871173110463","3.90164670131074","9.50194313344794","14.1394385828645","13.3263355734385","13.514397116845","19.1720045226764","24.3500722229384","5.81755414740788","9.14315621347132","18.1317545969017","22.6894182746819","16.197786306152","13.6725455293266","12.5480178581204","11.9961080825601","14.2935007881434","17.7883253757634","17.0231553549583","14.1293510738105","69.1000680796871","25.2308645439577","21.8548037389626","22.0040539754248","21.7366714357062","42.7347375465818","116.535120776761","587.202889100378","393.345594489001","409.025769903351","",
"Iraq","IRQ","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","11.2521789034139","18.9684545183392","25.9753787259437","54.5064808103518","15.6244922621977","20.0065720174451","26.4436965693959","27.6330964719241","28.1803812376614","10.3130988263044","15.7189302950167","13.3654828581349","20.1704273343198","37.4433265129434","63.7802762023149","36.137766758692","34.668611462598","31.1406857572275","38.8508413504446","33.9681465692844","53.8606511230923","48.994610154637","42.8283692528742","33.69022657883","53.4357205932312","65.6588466048599","83.3277896586993","101.895677185601","127.700479245274","48.834843360078","88.8353330984351","95.2708181759651","58.6892383029059","61.5612222671862","68.3057885968588","63.8431056505689","80.5700121241564","66.6700889624318","64.6783967992054","49.9711033797219","59.3946021093363","63.6491959740134","73.9457541576672","51.3594431840401","",
"Italy","ITA","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","4.7322625301177","","2.38812871464755","3.10548521092296","3.2590154373404","5.29733294315895","5.54958254469169","4.65290477038962","4.70854059026817","5.86044881964153","12.8330010551673","21.8491438267691","14.902305678026","15.1529668727339","18.2011666245589","12.565238550126","13.2122295178982","9.34544992744048","13.6123230771588","16.8795727744905","17.7958179454871","19.5162705029294","27.6841962455013","0.0231188114717038","58.0269005240445","66.8338846929092","45.0041474672888","37.220737888695","38.8419932388667","43.5546561966331","42.792518007615","52.4110721498092","48.2575048827501","21.5961105630954","29.6833177025251","24.9452135870581","18.7035669325814","22.9668008920411","28.5832713098768","27.0245462552316","","","","","","","","","",
"Jamaica","JAM","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0529324906795","33.3256369651835","21.1412487396343","26.2999516469624","27.2761740406222","24.27737006962","28.4154778864898","39.4298120783592","51.3174515514645","62.1156919663504","","","","","","","","29.3811530303761","34.676201947138","","23.4090155341632","21.1306136705701","41.5780971984175","45.9542910826748","63.5079979565299","76.6466771638382","99.6000410312177","84.7141809491557","82.9254550828302","76.3453776829271","",
"Jordan","JOR","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","238.675724283465","158.414536891245","129.704176216911","113.748959577007","92.0704602098967","85.2468899811077","74.7782575908316","69.3527660333231","65.9610703120991","61.6003503237498","57.6050492469371","52.4316087593451","47.2695930702197","41.6601839826589","47.2084688202877","52.1461275418128","",
"Japan","JPN","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","26.6108747326106","30.2063470647434","2.92108628930948","3.30221778020966","26.8226363207642","33.5771587153777","33.5637595360269","36.0225993968761","42.9510956731114","47.8823219223115","66.4505528772624","84.1306093566611","105.642581660943","121.220953398804","137.013799989857","91.9215747362209","82.3915356028391","56.6443702058647","64.0585591419546","71.8611601228652","63.9304987712159","61.3344217951649","46.4194590313718","59.524960646517","96.10364912259","63.5465700391657","51.7640488871256","49.4710801522655","65.3403699693169","72.7077474943828","94.648292050927","100.269591819727","94.5667556012952","61.014284621295","62.5028140929669","66.4651241298202","53.3500600588401","55.4628538265445","87.1619932991927","89.4016616644297","110.123633038841","99.0331516365327","126.202199426239","105.077091955864","120.96679808146","132.887030244925","129.986026157866","126.408745829905","",
"Kazakhstan","KAZ","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.65146245808038","","","","5.23383939777092","7.86769203370842","9.13494680692399","18.4313432250061","53.9336613130063","39.463551283721","17.4396900819277","24.2213928029538","18.0163510640156","11.7000070809599","11.318635569647","11.0838438766528","10.3757091141607","18.923033720925","29.2553221457192","27.3121516467191","20.6341332683033","22.3704848140565","22.3415486497073","33.3689398863949","20.2965255434922","",
